Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered,Precautionary Dose Administered
09/08/2021,Chandigarh,700329,223569,923898,
09/08/2021,Chhattisgarh,9979765,2611797,12591562,
09/08/2021,Dadra and Nagar Haveli and Daman and Diu,584400,80828,665228,
09/08/2021,Delhi,7835664,3000596,10836260,
09/08/2021,Goa,1094394,302521,1396915,
09/08/2021,Gujarat,28113725,9054592,37168317,
09/08/2021,Haryana,10090001,2924714,13014715,
09/08/2021,Himachal Pradesh,4249932,1382642,5632574,
09/08/2021,Jammu and Kashmir,5325806,1491262,6817068,
09/08/2021,Jharkhand,8388534,1997186,10385720,
09/08/2021,Karnataka,25860894,7437119,33298013,
09/08/2021,Kerala,15672348,6427551,22099899,
09/08/2021,Ladakh,188699,70337,259036,
09/08/2021,Lakshadweep,51165,17170,68335,
09/08/2021,Madhya Pradesh,29752302,5736096,35488398,
09/08/2021,Maharashtra,35044144,12114068,47158212,
09/08/2021,Manipur,1159499,246753,1406252,
09/08/2021,Meghalaya,938984,232152,1171136,
09/08/2021,Mizoram,654946,206780,861726,
09/08/2021,Nagaland,632129,159436,791565,
09/08/2021,Odisha,13971009,4202596,18173605,
09/08/2021,Puducherry,601608,151744,753352,
09/08/2021,Punjab,8202118,2287403,10489521,
09/08/2021,Rajasthan,27017475,8377435,35394910,
09/08/2021,Sikkim,497851,151538,649389,
09/08/2021,Tamil Nadu,20857302,4689811,25547113,
09/08/2021,Telangana,11649833,3966309,15616142,
09/08/2021,Tripura,2411801,804137,3215938,
09/08/2021,Uttar Pradesh,45976210,8518342,54494552,
09/08/2021,Uttarakhand,5071246,1596762,6668008,
09/08/2021,West Bengal,23264439,9134008,32398447,
09/08/2021,Miscellaneous,1900173,1549042,3449215,
09/08/2021,Total,400158057,114342211,514500268,
10/08/2021,Andaman and Nicobar Islands,216987,95049,312036,
10/08/2021,Andhra Pradesh,17826178,6298023,24124201,
10/08/2021,Arunachal Pradesh,694525,189292,883817,
10/08/2021,Assam,10706685,2259908,12966593,
10/08/2021,Bihar,23504063,4521066,28025129,
10/08/2021,Chandigarh,706582,226814,933396,
10/08/2021,Chhattisgarh,10000779,2632861,12633640,
10/08/2021,Dadra and Nagar Haveli and Daman and Diu,587610,81895,669505,
10/08/2021,Delhi,7930829,3057218,10988047,
10/08/2021,Goa,1098302,307364,1405666,
10/08/2021,Gujarat,28535938,9139961,37675899,
10/08/2021,Haryana,10152822,2974775,13127597,
10/08/2021,Himachal Pradesh,4335980,1406772,5742752,
10/08/2021,Jammu and Kashmir,5376054,1508641,6884695,
10/08/2021,Jharkhand,8450135,2018319,10468454,
10/08/2021,Karnataka,26000864,7509346,33510210,
10/08/2021,Kerala,15759471,6442507,22201978,
10/08/2021,Ladakh,188876,70779,259655,
10/08/2021,Lakshadweep,51371,17296,68667,
10/08/2021,Madhya Pradesh,29817764,5750317,35568081,
10/08/2021,Maharashtra,35261712,12239857,47501569,
10/08/2021,Manipur,1163534,251078,1414612,
10/08/2021,Meghalaya,946600,238582,1185182,
10/08/2021,Mizoram,656018,209089,865107,
10/08/2021,Nagaland,634479,162621,797100,
10/08/2021,Odisha,14222570,4264500,18487070,
10/08/2021,Puducherry,604872,152636,757508,
10/08/2021,Punjab,8222725,2303559,10526284,
10/08/2021,Rajasthan,27226185,8464839,35691024,
10/08/2021,Sikkim,498609,152574,651183,
10/08/2021,Tamil Nadu,21024528,4734496,25759024,
10/08/2021,Telangana,11714148,4019069,15733217,
10/08/2021,Tripura,2417276,808369,3225645,
10/08/2021,Uttar Pradesh,46430534,8618231,55048765,
10/08/2021,Uttarakhand,5171059,1622492,6793551,
10/08/2021,West Bengal,23559058,9184539,32743597,
10/08/2021,Miscellaneous,1900366,1549702,3450068,
10/08/2021,Total,403596088,115484436,519080524,
11/08/2021,Andaman and Nicobar Islands,219316,95494,314810,
11/08/2021,Andhra Pradesh,17895337,6338816,24234153,
11/08/2021,Arunachal Pradesh,696355,192480,888835,
11/08/2021,Assam,10775036,2290972,13066008,
11/08/2021,Bihar,23769695,4581137,28350832,
11/08/2021,Chandigarh,711763,230298,942061,
11/08/2021,Chhattisgarh,10025148,2661650,12686798,
11/08/2021,Dadra and Nagar Haveli and Daman and Diu,590526,83057,673583,
11/08/2021,Delhi,8002412,3101586,11103998,
11/08/2021,Goa,1101631,311955,1413586,
11/08/2021,Gujarat,28640061,9342352,37982413,
11/08/2021,Haryana,10191514,3003411,13194925,
11/08/2021,Himachal Pradesh,4447699,1429129,5876828,
11/08/2021,Jammu and Kashmir,5408390,1520454,6928844,
11/08/2021,Jharkhand,8562590,2050130,10612720,
11/08/2021,Karnataka,26188737,7609863,33798600,
11/08/2021,Kerala,15982626,6461405,22444031,
11/08/2021,Ladakh,189080,71239,260319,
11/08/2021,Lakshadweep,51490,17447,68937,
11/08/2021,Madhya Pradesh,30339175,5830471,36169646,
11/08/2021,Maharashtra,35421888,12326358,47748246,
11/08/2021,Manipur,1167348,257276,1424624,
11/08/2021,Meghalaya,952021,243239,1195260,
11/08/2021,Mizoram,657301,212015,869316,
11/08/2021,Nagaland,636335,164635,800970,
11/08/2021,Odisha,14412279,4312694,18724973,
11/08/2021,Puducherry,607627,153355,760982,
11/08/2021,Punjab,8319026,2360089,10679115,
11/08/2021,Rajasthan,27421879,8553420,35975299,
11/08/2021,Sikkim,499232,154094,653326,
11/08/2021,Tamil Nadu,21146162,4763657,25909819,
11/08/2021,Telangana,11746300,4025377,15771677,
11/08/2021,Tripura,2420681,812468,3233149,
11/08/2021,Uttar Pradesh,46821033,8702570,55523603,
11/08/2021,Uttarakhand,5243250,1646346,6889596,
11/08/2021,West Bengal,23818895,9229370,33048265,
11/08/2021,Miscellaneous,1900491,1550381,3450872,
11/08/2021,Total,406980329,116690690,523671019,
12/08/2021,Andaman and Nicobar Islands,223763,95987,319750,
12/08/2021,Andhra Pradesh,17974583,6363489,24338072,
12/08/2021,Arunachal Pradesh,698332,195573,893905,
12/08/2021,Assam,10920874,2336262,13257136,
12/08/2021,Bihar,24259346,4683508,28942854,
12/08/2021,Chandigarh,717457,234115,951572,
12/08/2021,Chhattisgarh,10078686,2717125,12795811,
12/08/2021,Dadra and Nagar Haveli and Daman and Diu,593183,84741,677924,
12/08/2021,Delhi,8086022,3151675,11237697,
12/08/2021,Goa,1104283,315907,1420190,
12/08/2021,Gujarat,29202560,9435671,38638231,
12/08/2021,Haryana,10277501,3060679,13338180,
12/08/2021,Himachal Pradesh,4598328,1458249,6056577,
12/08/2021,Jammu and Kashmir,5463241,1541583,7004824,
12/08/2021,Jharkhand,8639325,2079244,10718569,
12/08/2021,Karnataka,26266430,7663080,33929510,
12/08/2021,Kerala,16337734,6514254,22851988,
12/08/2021,Ladakh,189260,71671,260931,
12/08/2021,Lakshadweep,51543,17549,69092,
12/08/2021,Madhya Pradesh,30853541,5921981,36775522,
12/08/2021,Maharashtra,35554925,12383314,47938239,
12/08/2021,Manipur,1169861,261026,1430887,
12/08/2021,Meghalaya,959301,248117,1207418,
12/08/2021,Mizoram,658520,215259,873779,
12/08/2021,Nagaland,637206,165937,803143,
12/08/2021,Odisha,14584400,4352454,18936854,
12/08/2021,Puducherry,610058,154420,764478,
12/08/2021,Punjab,8370767,2395047,10765814,
12/08/2021,Rajasthan,27692302,8666775,36359077,
12/08/2021,Sikkim,499800,155283,655083,
12/08/2021,Tamil Nadu,21253260,4789216,26042476,
12/08/2021,Telangana,11822212,4081905,15904117,
12/08/2021,Tripura,2425207,817306,3242513,
12/08/2021,Uttar Pradesh,47516971,8822171,56339142,
12/08/2021,Uttarakhand,5338887,1672280,7011167,
12/08/2021,West Bengal,24098951,9279837,33378788,
12/08/2021,Miscellaneous,1900736,1550910,3451646,
12/08/2021,Total,411629356,117953600,529582956,
13/08/2021,Andaman and Nicobar Islands,228316,96507,324823,
13/08/2021,Andhra Pradesh,18354335,6444730,24799065,
13/08/2021,Arunachal Pradesh,699953,198073,898026,
13/08/2021,Assam,11144693,2386260,13530953,
13/08/2021,Bihar,24799803,4784937,29584740,
13/08/2021,Chandigarh,724636,238675,963311,
13/08/2021,Chhattisgarh,10127893,2768444,12896337,
13/08/2021,Dadra and Nagar Haveli and Daman and Diu,595648,86756,682404,
13/08/2021,Delhi,8160786,3197487,11358273,
13/08/2021,Goa,1107380,321103,1428483,
13/08/2021,Gujarat,29708805,9524932,39233737,
13/08/2021,Haryana,10390872,3129831,13520703,
13/08/2021,Himachal Pradesh,4765529,1487018,6252547,
13/08/2021,Jammu and Kashmir,5512717,1560204,7072921,
13/08/2021,Jharkhand,8695183,2100982,10796165,
13/08/2021,Karnataka,26400151,7733120,34133271,
13/08/2021,Kerala,16824615,6586859,23411474,
13/08/2021,Ladakh,189395,72198,261593,
13/08/2021,Lakshadweep,51602,17658,69260,
13/08/2021,Madhya Pradesh,30929322,5937669,36866991,
13/08/2021,Maharashtra,35755010,12472836,48227846,
13/08/2021,Manipur,1171910,263362,1435272,
13/08/2021,Meghalaya,964653,253208,1217861,
13/08/2021,Mizoram,659610,217374,876984,
13/08/2021,Nagaland,638823,167597,806420,
13/08/2021,Odisha,14816208,4401960,19218168,
13/08/2021,Puducherry,612535,155477,768012,
13/08/2021,Punjab,8479254,2455934,10935188,
13/08/2021,Rajasthan,28075505,8825627,36901132,
13/08/2021,Sikkim,500488,156964,657452,
13/08/2021,Tamil Nadu,21444115,4838557,26282672,
13/08/2021,Telangana,11944242,4117320,16061562,
13/08/2021,Tripura,2429343,820863,3250206,
13/08/2021,Uttar Pradesh,48142591,8936965,57079556,
13/08/2021,Uttarakhand,5416661,1696411,7113072,
13/08/2021,West Bengal,24482797,9338980,33821777,
13/08/2021,Miscellaneous,1900736,1550910,3451646,
13/08/2021,Total,416846115,119343788,536189903,
14/08/2021,Andaman and Nicobar Islands,232709,97287,329996,
14/08/2021,Andhra Pradesh,18516430,6485355,25001785,
14/08/2021,Arunachal Pradesh,700995,199738,900733,
14/08/2021,Assam,11432960,2443107,13876067,
14/08/2021,Bihar,25175334,4860789,30036123,
14/08/2021,Chandigarh,733579,244351,977930,
14/08/2021,Chhattisgarh,10155111,2797801,12952912,
14/08/2021,Dadra and Nagar Haveli and Daman and Diu,598356,90398,688754,
14/08/2021,Delhi,8251002,3265001,11516003,
14/08/2021,Goa,1112815,329909,1442724,
14/08/2021,Gujarat,30221465,9623624,39845089,
14/08/2021,Haryana,10492583,3191571,13684154,
14/08/2021,Himachal Pradesh,4950815,1513710,6464525,
14/08/2021,Jammu and Kashmir,5546683,1573539,7120222,
14/08/2021,Jharkhand,8798962,2135071,10934033,
14/08/2021,Karnataka,26663230,7837574,34500804,
14/08/2021,Kerala,17282833,6657853,23940686,
14/08/2021,Ladakh,189535,72825,262360,
14/08/2021,Lakshadweep,51678,17875,69553,
14/08/2021,Madhya Pradesh,31671595,6094211,37765806,
14/08/2021,Maharashtra,36384800,12814601,49199401,
14/08/2021,Manipur,1173886,266351,1440237,
14/08/2021,Meghalaya,968883,257366,1226249,
14/08/2021,Mizoram,660143,217691,877834,
14/08/2021,Nagaland,639379,167940,807319,
14/08/2021,Odisha,15011582,4475606,19487188,
14/08/2021,Puducherry,616248,157201,773449,
14/08/2021,Punjab,8586411,2518843,11105254,
14/08/2021,Rajasthan,28533104,8983877,37516981,
14/08/2021,Sikkim,500829,158042,658871,
14/08/2021,Tamil Nadu,21751355,4899529,26650884,
14/08/2021,Telangana,12073758,4152143,16225901,
14/08/2021,Tripura,2433700,826786,3260486,
14/08/2021,Uttar Pradesh,48248445,9180335,57428780,
14/08/2021,Uttarakhand,5496113,1722511,7218624,
14/08/2021,West Bengal,24817288,9389226,34206514,
14/08/2021,Miscellaneous,1900807,1551252,3452059,
14/08/2021,Total,422575401,121270889,543846290,
15/08/2021,Andaman and Nicobar Islands,232929,97305,330234,
15/08/2021,Andhra Pradesh,18556609,6502401,25059010,
15/08/2021,Arunachal Pradesh,701584,199969,901553,
15/08/2021,Assam,11556079,2468281,14024360,
15/08/2021,Bihar,25255011,4878031,30133042,
15/08/2021,Chandigarh,738600,247413,986013,
15/08/2021,Chhattisgarh,10157409,2801150,12958559,
15/08/2021,Dadra and Nagar Haveli and Daman and Diu,598472,90990,689462,
15/08/2021,Delhi,8253109,3266946,11520055,
15/08/2021,Goa,1114583,332742,1447325,
15/08/2021,Gujarat,30411557,9794402,40205959,
15/08/2021,Haryana,10542267,3215782,13758049,
15/08/2021,Himachal Pradesh,4956151,1514320,6470471,
15/08/2021,Jammu and Kashmir,5558861,1577148,7136009,
15/08/2021,Jharkhand,8825975,2144279,10970254,
15/08/2021,Karnataka,26771563,7875704,34647267,
15/08/2021,Kerala,17584121,6687817,24271938,
15/08/2021,Ladakh,189535,72832,262367,
15/08/2021,Lakshadweep,51679,17892,69571,
15/08/2021,Madhya Pradesh,31706217,6099643,37805860,
15/08/2021,Maharashtra,36542647,12875413,49418060,
15/08/2021,Manipur,1174116,266494,1440610,
15/08/2021,Meghalaya,969057,257426,1226483,
15/08/2021,Mizoram,660326,217853,878179,
15/08/2021,Nagaland,639478,168024,807502,
15/08/2021,Odisha,15032989,4479729,19512718,
15/08/2021,Puducherry,616671,157685,774356,
15/08/2021,Punjab,8702980,2566103,11269083,
15/08/2021,Rajasthan,28563999,8993813,37557812,
15/08/2021,Sikkim,500829,158042,658871,
15/08/2021,Tamil Nadu,21860307,4919900,26780207,
15/08/2021,Telangana,12076505,4154717,16231222,
15/08/2021,Tripura,2434672,826885,3261557,
15/08/2021,Uttar Pradesh,48253717,9185356,57439073,
15/08/2021,Uttarakhand,5502399,1724273,7226672,
15/08/2021,West Bengal,24878940,9396251,34275191,
15/08/2021,Miscellaneous,1900807,1551347,3452154,
15/08/2021,Total,424072750,121784358,545857108,
16/08/2021,Andaman and Nicobar Islands,234616,97814,332430,
16/08/2021,Andhra Pradesh,18769214,6582154,25351368,
16/08/2021,Arunachal Pradesh,703022,202821,905843,
16/08/2021,Assam,11861415,2521016,14382431,
16/08/2021,Bihar,25679414,4967555,30646969,
16/08/2021,Chandigarh,746589,252052,998641,
16/08/2021,Chhattisgarh,10228239,2854535,13082774,
16/08/2021,Dadra and Nagar Haveli and Daman and Diu,600165,93608,693773,
16/08/2021,Delhi,8363219,3313053,11676272,
16/08/2021,Goa,1118736,337909,1456645,
16/08/2021,Gujarat,30865860,9900626,40766486,
16/08/2021,Haryana,10651624,3270628,13922252,
16/08/2021,Himachal Pradesh,5021614,1531182,6552796,
16/08/2021,Jammu and Kashmir,5603309,1594820,7198129,
16/08/2021,Jharkhand,8927266,2175198,11102464,
16/08/2021,Karnataka,27095155,8003093,35098248,
16/08/2021,Kerala,17888020,6735933,24623953,
16/08/2021,Ladakh,189769,73545,263314,
16/08/2021,Lakshadweep,51757,18154,69911,
16/08/2021,Madhya Pradesh,32204213,6228434,38432647,
16/08/2021,Maharashtra,36979429,13076064,50055493,
16/08/2021,Manipur,1176119,273479,1449598,
16/08/2021,Meghalaya,973728,260281,1234009,
16/08/2021,Mizoram,661354,220146,881500,
16/08/2021,Nagaland,640924,171005,811929,
16/08/2021,Odisha,15222985,4546284,19769269,
16/08/2021,Puducherry,617839,158716,776555,
16/08/2021,Punjab,8837490,2629849,11467339,
16/08/2021,Rajasthan,28932922,9153543,38086465,
16/08/2021,Sikkim,501440,159693,661133,
16/08/2021,Tamil Nadu,22145445,4979701,27125146,
16/08/2021,Telangana,12202581,4193488,16396069,
16/08/2021,Tripura,2436491,830685,3267176,
16/08/2021,Uttar Pradesh,50440291,9366645,59806936,
16/08/2021,Uttarakhand,5582903,1748355,7331258,
16/08/2021,West Bengal,25138845,9462389,34601234,
16/08/2021,Miscellaneous,1900807,1551347,3452154,
16/08/2021,Total,431194809,123535800,554730609,
17/08/2021,Andaman and Nicobar Islands,235835,98337,334172,
17/08/2021,Andhra Pradesh,18967840,6653976,25621816,
17/08/2021,Arunachal Pradesh,704206,204773,908979,
17/08/2021,Assam,12241611,2582327,14823938,
17/08/2021,Bihar,25869605,5016297,30885902,
17/08/2021,Chandigarh,752894,256265,1009159,
17/08/2021,Chhattisgarh,10275076,2895040,13170116,
17/08/2021,Dadra and Nagar Haveli and Daman and Diu,602301,96508,698809,
17/08/2021,Delhi,8478252,3355373,11833625,
17/08/2021,Goa,1122216,342609,1464825,
17/08/2021,Gujarat,31266982,9995955,41262937,
17/08/2021,Haryana,10765575,3329359,14094934,
17/08/2021,Himachal Pradesh,5089044,1553369,6642413,
17/08/2021,Jammu and Kashmir,5640258,1611149,7251407,
17/08/2021,Jharkhand,9001854,2201788,11203642,
17/08/2021,Karnataka,27353315,8119278,35472593,
17/08/2021,Kerala,18190526,6776252,24966778,
17/08/2021,Ladakh,189909,74120,264029,
17/08/2021,Lakshadweep,51809,18408,70217,
17/08/2021,Madhya Pradesh,32259428,6244012,38503440,
17/08/2021,Maharashtra,37444743,13307700,50752443,
17/08/2021,Manipur,1177344,277036,1454380,
17/08/2021,Meghalaya,978876,263288,1242164,
17/08/2021,Mizoram,662166,221624,883790,
17/08/2021,Nagaland,642437,175040,817477,
17/08/2021,Odisha,15351717,4612351,19964068,
17/08/2021,Puducherry,620081,160375,780456,
17/08/2021,Punjab,8883609,2655532,11539141,
17/08/2021,Rajasthan,29183876,9237187,38421063,
17/08/2021,Sikkim,501993,161143,663136,
17/08/2021,Tamil Nadu,22351866,5037828,27389694,
17/08/2021,Telangana,12313591,4222707,16536298,
17/08/2021,Tripura,2438542,833679,3272221,
17/08/2021,Uttar Pradesh,51123307,9483456,60606763,
17/08/2021,Uttarakhand,5661593,1773164,7434757,
17/08/2021,West Bengal,25424857,9532936,34957793,
17/08/2021,Miscellaneous,1900922,1551733,3452655,
17/08/2021,Total,435720056,124931974,560652030,
18/08/2021,Andaman and Nicobar Islands,236656,99260,335916,
18/08/2021,Andhra Pradesh,19112443,6717911,25830354,
18/08/2021,Arunachal Pradesh,705987,206594,912581,
18/08/2021,Assam,12367622,2611929,14979551,
18/08/2021,Bihar,26440375,5145554,31585929,
18/08/2021,Chandigarh,758525,260311,1018836,
18/08/2021,Chhattisgarh,10317815,2924685,13242500,
18/08/2021,Dadra and Nagar Haveli and Daman and Diu,603824,99226,703050,
18/08/2021,Delhi,8579961,3391632,11971593,
18/08/2021,Goa,1125584,347163,1472747,
18/08/2021,Gujarat,31490761,10157470,41648231,
18/08/2021,Haryana,10849600,3372839,14222439,
18/08/2021,Himachal Pradesh,5136089,1570679,6706768,
18/08/2021,Jammu and Kashmir,5670977,1623420,7294397,
18/08/2021,Jharkhand,9119092,2235810,11354902,
18/08/2021,Karnataka,27569841,8220641,35790482,
18/08/2021,Kerala,18442543,6808722,25251265,
18/08/2021,Ladakh,190083,74851,264934,
18/08/2021,Lakshadweep,51869,18757,70626,
18/08/2021,Madhya Pradesh,32773503,6370150,39143653,
18/08/2021,Maharashtra,37801328,13465810,51267138,
18/08/2021,Manipur,1178829,284176,1463005,
18/08/2021,Meghalaya,982948,266573,1249521,
18/08/2021,Mizoram,662987,223029,886016,
18/08/2021,Nagaland,643950,177197,821147,
18/08/2021,Odisha,15489879,4684785,20174664,
18/08/2021,Puducherry,621921,161771,783692,
18/08/2021,Punjab,9060240,2723110,11783350,
18/08/2021,Rajasthan,29252296,9266105,38518401,
18/08/2021,Sikkim,502305,162332,664637,
18/08/2021,Tamil Nadu,22546418,5099903,27646321,
18/08/2021,Telangana,12332154,4227316,16559470,
18/08/2021,Tripura,2440148,835860,3276008,
18/08/2021,Uttar Pradesh,51806164,9597189,61403353,
18/08/2021,Uttarakhand,5714455,1790770,7505225,
18/08/2021,West Bengal,25622075,9611001,35233076,
18/08/2021,Miscellaneous,1900922,1551733,3452655,
18/08/2021,Total,440102169,126386264,566488433,
19/08/2021,Andaman and Nicobar Islands,236726,99292,336018,
19/08/2021,Andhra Pradesh,19235444,6810836,26046280,
19/08/2021,Arunachal Pradesh,707244,208394,915638,
19/08/2021,Assam,12529234,2650237,15179471,
19/08/2021,Bihar,26846382,5236341,32082723,
19/08/2021,Chandigarh,763758,264434,1028192,
19/08/2021,Chhattisgarh,10373446,2968914,13342360,
19/08/2021,Dadra and Nagar Haveli and Daman and Diu,604984,101785,706769,
19/08/2021,Delhi,8686703,3429839,12116542,
19/08/2021,Goa,1128598,351403,1480001,
19/08/2021,Gujarat,31773036,10244687,42017723,
19/08/2021,Haryana,10994524,3438366,14432890,
19/08/2021,Himachal Pradesh,5184454,1589495,6773949,
19/08/2021,Jammu and Kashmir,5705878,1637831,7343709,
19/08/2021,Jharkhand,9188319,2260257,11448576,
19/08/2021,Karnataka,27752732,8326627,36079359,
19/08/2021,Kerala,18696599,6839152,25535751,
19/08/2021,Ladakh,190166,75389,265555,
19/08/2021,Lakshadweep,51934,18970,70904,
19/08/2021,Madhya Pradesh,33176008,6467138,39643146,
19/08/2021,Maharashtra,37951602,13539557,51491159,
19/08/2021,Manipur,1179893,287834,1467727,
19/08/2021,Meghalaya,989794,272981,1262775,
19/08/2021,Mizoram,664714,224574,889288,
19/08/2021,Nagaland,644594,178496,823090,
19/08/2021,Odisha,15588129,4745702,20333831,
19/08/2021,Puducherry,623392,163232,786624,
